,Address,Type,Name
4209,Lotus Eye Care Hospital Ltd Mettupalayam ,Hospitals/Healthcare,28 Kovai Main Road Opp. Bus stand    Mettupalayam
4210,Lotus Eye Care Hospital   Tirupur ,Hospitals/Healthcare,Gajalakshmi Theater road
4211,Lotus Eye Care Hospital   Salem ,Hospitals/Healthcare,"Peramanur East Centre 52/2, Peramanur East Street"
4212,Lotus Eye Care Hospital   Cochin ,Hospitals/Healthcare,S.A. Road Kadavanthra Junction    Ernakulam
4213,"Lotus Childrens Hospital, Lakdikapul ",Hospitals/Healthcare,D. No. 6-2-29
4214,Lords Hospital ,Hospitals/Healthcare,"Chackai, Anayara P O"
4215,Looksforever Hair Aesthetic Clinic ,Hospitals/Healthcare,J -32 Sec -18
4216,"Lokmanya Hospital, Nigdi ",Hospitals/Healthcare,"Sector 24, Lokmanya Tilak Road    Pradhikaran Nigdi"
4217,"Lokmanya Hospital, Chinchwad ",Hospitals/Healthcare,"314 / B, Chinchwad Gaon Road"
4218,Lodhi Sports ,Hospitals/Healthcare,"7, Main Market Lodhi Colony (Near PNB)"
4219,Live 100 Hospital ,Hospitals/Healthcare,"No. 104/1, Hosur Main Road, Singasandra"
4220,LifeSpring Hospitals Pvt Ltd ,Hospitals/Healthcare,"H. No: 11-4-523,Chilkalguda,"
4221,Lifeline Systems Pvt Ltd ,Hospitals/Healthcare,A-49 Sector-8
4222,Lifeline Super Speciality Hospital ,Hospitals/Healthcare,"P.B. Number: 46, 14th Mile, Adoor"
4223,Lifeline RIGID Hospital ,Hospitals/Healthcare,No. 47/3. New Avadi Road Kilpauk
4224,Life Med Hospitals ,Hospitals/Healthcare,"Old No 32, New No 12, Conran Smith Road    Gopalapuram"
4225,"Life Line Hospital, Patna ",Hospitals/Healthcare,Opposite PNB
4226,"Life Line Hospital, Indore ",Hospitals/Healthcare,"14, Anoop Nagar,    M.I.G. Circle, A.B. Road"
4227,Life Force Molecules Pvt Ltd ,Hospitals/Healthcare,"411 Krushal Commercial Complex, Above Shoppers    Stop, G M Road, Chembur"
4228,"Life Care Hospital, Nagpur ",Hospitals/Healthcare,"Central Avenue, Telephone Ex. Chowk    Queta Colony, Near Jalaram Mandir"
4229,Life Care Hospital ,Hospitals/Healthcare,"Poonam Arcade ,1st floor ,Sheetal Naka    Sheetal Nagar, Mira Road (East)"
4230,Laser and Laparoscopic Hospital ,Hospitals/Healthcare,"New No.121, G.N Chetty Road, T.Nagar"
4231,Landmark Hospital ,Hospitals/Healthcare,Site No I-II Sector 33-C
4232,Lalbahadur Shastri Hospital ,Hospitals/Healthcare,"Near Mayur Vihar Ph-2, Khichripur"
4233,"Lakshmi Hospital, Mazhuvannoor ",Hospitals/Healthcare,Mazhuvannoor
4234,"Lakshmi Hospital, Aluva ",Hospitals/Healthcare,"Mezhukkattil Building, Opp. Zeenath Theatre    Sub Jail Road"
4235,Laksha Hospitals ,Hospitals/Healthcare,"No.15, P.S. Sivasamy Salai    Mylapore"
4236,Lady Hospitals Pvt Ltd ,Hospitals/Healthcare,"25, 46th Cross, 5th Block    Jayanagar"
4237,Kurji Holy Family Hospital ,Hospitals/Healthcare,Sadaquat Ashram
4238,Kurinji Hospital ,Hospitals/Healthcare,"Udayampalayam Road, Behind EB sub station,    Nava India, Sowripalayam Post,"
4239,Kundan Kidney Care Centre ,Hospitals/Healthcare,"257/6 Vij Nagar, Near Kishanpura Chowk"
4240,Kumaran Hospitals Pvt Ltd ,Hospitals/Healthcare,"214, E.V.R Periyar Salai Poonamallee High Road    Kilpauk"
4241,Kumaran Eye Speciality Center ,Hospitals/Healthcare,"67/79, Choolaimedu High Road"
4242,Kullu Valley Hospital (Banga Hospitals Pvt Ltd) ,Hospitals/Healthcare,"Shastri Nagar, Kullu Himachal Pradesh"
4243,Kulkarni EndoSurgery Institute and Reconstructive Urology Centre ,Hospitals/Healthcare,"3, Rajpath Society,Paud Road,    Opp. Vanaz Factory"
4244,KTVR Group Hospital ,Hospitals/Healthcare,"P.O.Box: 2750, Narayana Guru Road Saibaba Colony"
4245,"KS Hospital, Kilpauk ",Hospitals/Healthcare,"747, Poonamallee High Road, Kilpauk"
4246,KRISHNA Siddhi Vinayak Heart Centre ,Hospitals/Healthcare,"Balvatika-Maninagar Road, Kankaria, Maninagar"
4247,Krishna Multispeciality Hospital ,Hospitals/Healthcare,Behind Mahesh Hotel Sanala Rd
4248,Krishna Multi Speciality Hospital ,Hospitals/Healthcare,"Mangalam Vihar, Kosabadi"
4249,Krishna Kumar Orthopaedic Hospital ,Hospitals/Healthcare,"Over Bridge, Parvathipuram"
4250,Krishna IVF Clinic ,Hospitals/Healthcare,Z.P Junction Krishna Nagar    Maharanipeta
4251,"Krishna Hospital, Pune ",Hospitals/Healthcare,"2,Anjanwel Prashant Society,Paud Road"
4252,"Krishna Hospital, Kasaragod ",Hospitals/Healthcare,Vidyanagar
4253,Krishna Childrens Hospital ,Hospitals/Healthcare,11-5-423/A&B Niloufer Road    Opp. Hanuman Temple Lakdikapool
4254,Krishna Cardiac Care Center ,Hospitals/Healthcare,166-C Krishna Kunj Khareghat Road    Opp. Hindu colony Dadar
4255,Krea ,Hospitals/Healthcare,"11C, Parameswari Nagar, 2nd Street, Adyar"
4256,Kovai Medical Center and Hospital Ltd ,Hospitals/Healthcare,P.B.No. :3209 Avanashi Road
4257,Kotbagi Hospital ,Hospitals/Healthcare,"163 D.P. Road, Aundh"
4258,Kobra International ,Hospitals/Healthcare,"34, Ekta Apartment, Geeta Colony"
4259,Kirloskar Hospital ,Hospitals/Healthcare,Bashir Bagh
4260,Kinker Hospital ,Hospitals/Healthcare,"6 A Jhalawar Road, Talwandi Kota"
4261,Kimberly Clark Hygiene Products Pvt Ltd ,Hospitals/Healthcare,"Office No 3,6,7 & 8 6TH Floor Great Eastern Plaza,    Opposite Gunjan Theatre, Viman Nagar,"
4262,Kidney Hospital ,Hospitals/Healthcare,"Sonawar Bagh, Opp Amar Sing Club"
4263,Khetarpal Hospital ,Hospitals/Healthcare,"F-95, Bali Nagar, Main Najafgarh Road    Near Ramesh Nagar Metro Station"
4264,Khanna Eye Centre ,Hospitals/Healthcare,"E-368, Nirman Vihar, Vikas Marg,"
4265,Keshubhai Mehta Eye Hospital ,Hospitals/Healthcare,Karanpara
4266,Kerala Institute Of Medical Sciences (KIMS) ,Hospitals/Healthcare,"P.B.No.1, Anayara P.O"
4267,Kenia Eye Hospital ,Hospitals/Healthcare,"1st Floor, Rizvi Nagar,    Near Sarang Restaurant,S.V.Road, Corner of Milan Subway,Next to Milan Mall,Santacruz (W),"
4268,KEM Hospital Research Center ,Hospitals/Healthcare,Sardar Moodliar Road  Rasta Peth
4269,Kaya Ltd ,Hospitals/Healthcare,"23/C, Mahal Industrial Estate Opp. Travellers Inn    Hotel, Paper Box Lane Mahakali Caves Road Andheri (E)"
4270,Kavery Medical Centre and Hospital ,Hospitals/Healthcare,No.1 K.C.Road Tennur
4271,Kauvery Hospital ,Hospitals/Healthcare,No 6 Royal Road
4272,Kaushalya Medical Foundation(KMF Hospital) ,Hospitals/Healthcare,"Behind Nitin Co.,Ganesh Wadi,    Panchpakhadi Thane (W),"
4273,Kasturi Medicare Pvt Ltd ,Hospitals/Healthcare,"Harshniketan Behind Navarang Hotel, Gaondevi Road    Bhayander (West)"
4274,Kasturba Vaidyakiya Rahat Mandal ,Hospitals/Healthcare,Lala Lajpatrai Road
4275,Kasturba Hospital Manipal ,Hospitals/Healthcare,Madhav Nagar
4276,Kasturba Gandhi Hospital ,Hospitals/Healthcare,"Nr Jama Masjid, Darya Ganj"
4277,Kasaragod Institute of Medical Sciences ,Hospitals/Healthcare,Ashwini Nagar
4278,Karuna Hospital ,Hospitals/Healthcare,Nedumkandam
4279,Karumuri Super Speciality Hospitals ,Hospitals/Healthcare,Old Club Road Kothapet
4280,Kapoor Medical Centre ,Hospitals/Healthcare,"E-18,Naraina Vihar"
4281,Kapoor Agenices ,Hospitals/Healthcare,"4/1697, Mahavir Block,    Bhola Nath Nagar,Shahdara"
4282,Kapadia Multispeciality Hospital ,Hospitals/Healthcare,"M G Road,Goregoan (West)"
4283,Kanpur Medical Centre Pvt Ltd ,Hospitals/Healthcare,120/500 (24) Lajpat Nagar
4284,Kanjur Naturals ,Hospitals/Healthcare,Kanjur village road Kanjur marg (E)
4285,Kamalnayan Bajaj Hospital ,Hospitals/Healthcare,"Gut No.43, Satara Parisar    Bajaj Marg, Beed Bypass Road"
4286,Kamala Hospitals ,Hospitals/Healthcare,"46-B, Santhai Pettai Street"
4287,Kamala Hospital ,Hospitals/Healthcare,46-B Santhai Pettai Street
4288,"Kamal Hospital, Kaushambi ",Hospitals/Healthcare,"KA- Block, Kaushambi"
4289,Kamal Hospital ,Hospitals/Healthcare,"N M Road, Chikodi Dist. Basaveshwar Nagar"
4290,Kalyani Hospital ,Hospitals/Healthcare,"6-1-69, Stadium Road    Hanamkonda"
4291,Kalinga Hospital Ltd ,Hospitals/Healthcare,Chandrasekharpur
4292,Kala Hospital Pvt Ltd ,Hospitals/Healthcare,47-1-104 6th Lane Dwaraka Nagar
4293,Kaizen Hospital ,Hospitals/Healthcare,"132ft. Ring Road, Helmet Circle, Memnagar"
4294,"Kailash Hospital, Rajasthan ",Hospitals/Healthcare,Delhi-Jaipur N.H.-8
4295,"Kailash Hospital, Greater Noida ",Hospitals/Healthcare,23 KP-1
4296,Kailash Healthcare Ltd ,Hospitals/Healthcare,"H-33, Sec-27,, Nr District Magistrate Resi"
4297,K.M.S Hospital ,Hospitals/Healthcare,B-2 Duhru Marg Tilak Nagar
4298,K. B. Bhabha Hospital ,Hospitals/Healthcare,R K Patkar Marg Bandra(W)
4299,K S Hospital ,Hospitals/Healthcare,No 60 Mutt Street
4300,K M K Ayurveda Hospital ,Hospitals/Healthcare,Kunnicode
4301,K M Hospitals ,Hospitals/Healthcare,"64, Medavakkam Tank road, Kilpauk"
4302,K E M Hospital ,Hospitals/Healthcare,"Opp Shahu Tank, Sardar Moodliar Rd, Rasta Peth"
4303,K D N Gohil Hospital ,Hospitals/Healthcare,Dudhiya Talav
4304,K C Memorial Eye Hospital ,Hospitals/Healthcare,Malan Ka Chauraha Malviya Marg C-Scheme
4305,Jyoti Research Hospital ,Hospitals/Healthcare,"Vaishali Complex, Hospital Road, Darbhanga"
4306,Jyothi Hospital ,Hospitals/Healthcare,Kuruda
4307,Jupiter Hospital ,Hospitals/Healthcare,"Near Cadbury,Eastern Express Highway    Thane W,"
4308,Jubilee Memorial Hospital ,Hospitals/Healthcare,Meads Lane Palayam
4309,Jubilant Kalpataru Hospital ,Hospitals/Healthcare,"78, Jessore Road ( South) Barasat"
4310,JS Hospital ,Hospitals/Healthcare,No. 5 Ramakrishna Road
4311,JP Hospital ,Hospitals/Healthcare,"NH-21, Delhi-Chandigarh Highway    Zirakpur, Near Big Bazaar"
4312,JP Eye Hospital ,Hospitals/Healthcare,"No. 35, Phase-7, Mohali"
4313,Jothi Eye Care Centre ,Hospitals/Healthcare,"152 & 154, Calve Subraya Chetty Street"
4314,Joseph Hospital ,Hospitals/Healthcare,"1st Cross, Thirumagal Nagar    Peelamedu Pudur"
4315,Joseph Eye Hospital ,Hospitals/Healthcare,"Post Box No -138, Melapudur"
4316,Joggers Park ,Hospitals/Healthcare,"C-15, Mansaroovar Garden    Kirti Nagar"
4317,JJ Hospital ,Hospitals/Healthcare,"Plot No. 57, Kalyan Nagar,1st Phase"
4318,Jindal Super Speciality Hospital ,Hospitals/Healthcare,S.P.M. Nagar
4319,Jindal Institute of Medical Sciences ,Hospitals/Healthcare,"Model Town,Hisar"
4320,Jethwa Eye Hospital ,Hospitals/Healthcare,"Nr. Nayapadkar Press, Desai Lane    Off Krishna Road"
4321,Jerai Fitness Pvt Ltd ,Hospitals/Healthcare,"#2A, Suyog Apt., New Link Road, Near Link View Hotel, Borivali (W)"
4322,Jehangir Hospital ,Hospitals/Healthcare,"32, Sassoon Road"
4323,Javitri Hospital ,Hospitals/Healthcare,"Raebareli Road, Telibagh,Lucknow"
4324,Jaswant Rai Speciality Hospital ,Hospitals/Healthcare,"Opposite. Sports Stadium, Mawana Road"
4325,Janapareddy Hospitals Pvt Ltd ,Hospitals/Healthcare,26/A Sikh road Sikh village    Near Diamond Point
4326,Janaki ENT Nursing Home ,Hospitals/Healthcare,29 Nagamani Garden St Near Govindappa Naick St
4327,Jamdar Hospital Pvt Ltd ,Hospitals/Healthcare,816 Golbazar Jabalpur
4328,Jalan Healthcare Pvt Ltd ,Hospitals/Healthcare,"Office No.131 to 134, 1st floor    Connaught place, Bundgarden Road"
4329,Jain Hospital ,Hospitals/Healthcare,"177 - 178, Jagriti EnclaveVikas Marg Extn."
4330,Jain ENT Hospital ,Hospitals/Healthcare,"23-24, Satya Vihar Colony    Pankaj Singhavi Marg, Nr. Vidhan Sabha,  Lal Kothi"
4331,Jai Healthcare Ltd ,Hospitals/Healthcare,"GD-101, VIshakha Enclave, Pitampura"
4332,Jag Pravesh Chandra Hospital ,Hospitals/Healthcare,"Shastri Park, Seelampur,"
4333,J P Hospital ,Hospitals/Healthcare,"NH-21, Delhi-Chandigarh Highway Zirakpur Near Big    Bazar"
4334,J J Dental Care ,Hospitals/Healthcare,Kalamassery South Kochi
4335,J J Ayurvedic Hospital ,Hospitals/Healthcare,"RSS Market, Near Bus Stand, Power House"
4336,"Ivy Hospital, Nawashahar ",Hospitals/Healthcare,Chandigarh Road
4337,Ivy Hospital ,Hospitals/Healthcare,"Sector 71, Mohali"
4338,Iswarya Women Hospital and Fertility Centre ,Hospitals/Healthcare,"No 12 , 1 st Main Road , Kasthurbai nagar, Adyar"
4339,Invoke Medical System Pvt Ltd ,Hospitals/Healthcare,"Opp. Rastogi Inter College, Aishbagh"
4340,Invida India Pvt Ltd ,Hospitals/Healthcare,"B-801, Safal Pegasus, Prahalad Nagar Road    Anand Nagar"
4341,International Fertility Centre ,Hospitals/Healthcare,G-36 Green Park (Main)
4342,Institute Of Mental Health ,Hospitals/Healthcare,Kilpauk
4343,Innova Childrens Heart Hospital ,Hospitals/Healthcare,White House Tarnaka - Moulaali Road
4344,Inlaks General Hospital ,Hospitals/Healthcare,"Inlaks Hospital Road,    Chembur Colony,"
4345,Indus Super Speciality Hospital ,Hospitals/Healthcare,Opp. DC Office Sector 55 Phase 1
4346,"Indus Hospital, Mohali ",Hospitals/Healthcare,"SCF 98-100, Phase 3B2"
4347,Indus Hospital ( A Unit Of Vasugan Medical Specialities Pvt Ltd ,Hospitals/Healthcare,KGH Down Road
4348,Indus Health Plus Pvt Ltd ,Hospitals/Healthcare,"INDUS HOUSE, Pride Port, Model Colony"
4349,Indo Gulf Group ,Hospitals/Healthcare,"51/57, Dontad Street, 1st Floor, Off. No.11"
4350,"Indo Gulf Diagnostics, Bulandshahar ",Hospitals/Healthcare,"C-73/1, Awas Vikas, D.M. Road"
4351,IndiSoft Consultancy Services Pvt Ltd ,Hospitals/Healthcare,"3rd Floor, Ice Factory Building Near BPL Gallery    Gokhale Road Naupada Thane (West)"
4352,"Indira Gandhi Eye Hospital and Research Centre, Lucknow ",Hospitals/Healthcare,"1, B.N. Road Kaiserbagh"
4353,"Indira Gandhi Eye Hospital and Research Centre, Amethi ",Hospitals/Healthcare,"PO HAL Korwa, Munshiganj    Amethi"
4354,Indian Spinal Injuries Centre ,Hospitals/Healthcare,"Sector C, Vasant Kunj, Opp. Vasant Valley School"
4355,Indian Cancer Society ,Hospitals/Healthcare,"Jerbai Wadia Road, Parel"
4356,ILS Hospital (GPT Healthcare Pvt Ltd) ,Hospitals/Healthcare,DD 6 Salt Lake
4357,Illusion Dental Laboratory Pvt Ltd ,Hospitals/Healthcare,"402, Akruti Arcade, J.P Road,    Near Andheri Sports Complex,Andheri (West)"
4358,Illban Remedies Pvt Ltd ,Hospitals/Healthcare,Post Bag No.27
4359,IKA India Pvt Ltd ,Hospitals/Healthcare,"814/475, Survey No.129/1 Mysore Road Kengeri"
4360,ICPA Health Products Ltd ,Hospitals/Healthcare,"233A, Adarsh Indl. Estate Sahar Road, Chakala    Andheri (East)"
4361,"Icon Heart Institute, Dombivili ",Hospitals/Healthcare,"Manpada Rd, Dombivli East,"
4362,I G M Hospital ,Hospitals/Healthcare,"Nr Umakanta School, Agartala"
4363,Hyderabad Eye Center ,Hospitals/Healthcare,3-6-217/1 St.No. 15 Near Vasavi Public School    Himayathnagar
4364,HU Software India Pvt Ltd ,Hospitals/Healthcare,"2/5, 80 Feet Road RMV 2nd Stage"
4365,Hospital Sanjivani ,Hospitals/Healthcare,"Farm Road, Modipara"
4366,Hospital Amritdhara ,Hospitals/Healthcare,Chaura Bazar
4367,Hospimedica International Ltd ,Hospitals/Healthcare,"Leelawati House, 58/10, Ashok Nagar"
4368,Hope Health Care Services ,Hospitals/Healthcare,"337/2, 18th Cross, 4th Main Road, Sadashivanagar"
4369,Homeocare International Pvt Ltd ,Hospitals/Healthcare,"Old No. 364/4, New No. 641/4    Poonamallee High Road  Aminjikarai"
4370,Homeocare International ,Hospitals/Healthcare,"Begumpet, S.P. Road"
4371,Holy Spirit Hospital ,Hospitals/Healthcare,Mahakali Road Andheri (East)
4372,Holy Cross Super Speciality Hospital ,Hospitals/Healthcare,Kottiyam
4373,Hiranandani Fortis Hospital ,Hospitals/Healthcare,"Mini Seashore Road    Sector-10, Vashi"
4374,Hira Mongi Navneet Hospital ,Hospitals/Healthcare,Valji Ladha Road Mulund(W)
4375,Hindu Rao Hospital ,Hospitals/Healthcare,Old Subzi Mandi
4376,Hindu Mission Hospital ,Hospitals/Healthcare,103 GST Road Tambaram West
4377,"Himalayan Research Institute for Yoga and Naturopathy, Kayakalpa ",Hospitals/Healthcare,"Holta, Palampur"
4378,Himalaya Opticals ,Hospitals/Healthcare,"Shop N. 35-41 Archana Shopping Arcade, Greater Kailash    Part - I"
4379,Hightech Healthcare ,Hospitals/Healthcare,"D-89, Sector-2"
4380,Heritage Hospitals Ltd ,Hospitals/Healthcare,Lanka
4381,Heritage Hospitals ,Hospitals/Healthcare,"Plot No 37 Kamalapuri Colony, Phase -3"
4382,Heritage Hospital ,Hospitals/Healthcare,"446/N, Burdwan Road Near Vishal Mega Mart"
4383,Hebsur Hospital ,Hospitals/Healthcare,Deshpande Nagar Opp Sharda Hotel
4384,Heart Hospital Ltd ,Hospitals/Healthcare,"Chandralaya , Doctors Colony ,Kankarbagh"
4385,Heart Care Center ,Hospitals/Healthcare,"S-7, Opp.  Anjuman School    Main Road ,Civic Centre Jabalpur"
4386,Healthcare Medical Center and Diagnostics ,Hospitals/Healthcare,Mahavir Suryadarshan Society    Satyanager Road Kadivali (W)
4387,HealthCare InfoXchange India Pvt Ltd ,Hospitals/Healthcare,1002-1003 inder Prakash Building    21 Barakhamba Road CP
4388,Health Sprint Networks Pvt Ltd ,Hospitals/Healthcare,39/2 IInd Floor    Sagar Complex Bannerghatta Road
4389,Health Point Services India Pvt Ltd ,Hospitals/Healthcare,"Suite# 502, Raja House, Nehru Place"
4390,Health Mitra International Pvt Ltd ,Hospitals/Healthcare,"C-414-415,4th Floor,Sec-50, Nirvana Courtyard"
4391,Healing Hands Hospital ,Hospitals/Healthcare,"Prasham Building,City Light Road"
4392,"HCG SMH Curie Cancer Centre, Delhi ",Hospitals/Healthcare,"2, Institutional Area, Vikas Marg Ext    Karkardooma,"
4393,HCG Multi specialty Hospital ,Hospitals/Healthcare,"1 Maharastra Society, Near Mithathali Six Roads    Ellis Bridge"
4394,"HCG Curie Manavata Cancer Centre, Nashik ",Hospitals/Healthcare,"Opp : Hotel Sandeep, Near Mumbai Naka    Old Agra Road"
4395,"HCG Cancer Centre, Erode ",Hospitals/Healthcare,"No. 547, Perundurai Road"
4396,"HCG Anderson PET CT Institute, Chennai ",Hospitals/Healthcare,"150, Ponnamalli High Road    Opp. Dasa Prakash Hotel"
4397,Hayat Hospital ,Hospitals/Healthcare,"Kahilipara Road, Odalbakra, Lalganesh"
4398,Harsha Hospitals ,Hospitals/Healthcare,Plot No: 1-76/1/b/4  Ganga Enclave    Pet Basheerabad Medchal Road
4399,Haria L G Rotary Hospital ,Hospitals/Healthcare,"Plot  NO. 363/1 & 364, Housing Sector    GIDC Vapi"
4400,Hargun Hospital ,Hospitals/Healthcare,Batala Road
4401,H V Desai Eye Hospital ,Hospitals/Healthcare,"93, Tarwadevasti, Mohammadwadi    Hadapsar"
4402,Gympac Fitness Systems Pvt Ltd ,Hospitals/Healthcare,"New No.22, College Road"
4403,GVK Emergency Management and Research Institute ,Hospitals/Healthcare,"Devar Yamzal, Medchal Road"
4404,Gurushree Hi Tech Multi Speciality Hospital ,Hospitals/Healthcare,"No.1558, Opp. Chandra Layout Bus Stand    Chandra Layout, Vijaynagar"
4405,Gurunanak CARE Hospital(CARE Hospitals) ,Hospitals/Healthcare,"D.No. 1-4-908/7/1, Opp. Raja Delux, Musheerabad"
4406,Guru Teg Bahadur Sahib Charitable Hospital ,Hospitals/Healthcare,"Shastri Nagar, Model Town"
4407,Guru Kripa Jagrati Hospital ,Hospitals/Healthcare,"124/A/1 Thornhill Road, Near Lok Seva    Ayog Chauraha"
4408,Guru Gobind Singh Memorial Vandana Womens Hospital ,Hospitals/Healthcare,"50/26-C, Stratchey Road, Civil Lines"
4409,Gurdev Hospital ,Hospitals/Healthcare,"Kangar Road, Nurpur Bedi"
4410,Gur Simran Hospital ,Hospitals/Healthcare,"Naloian Chowk, Dasuya Road"
4411,Gupte Hospital ,Hospitals/Healthcare,"904, Bhandarkar Road"
4412,Gupta Hospital ,Hospitals/Healthcare,"Near Bus Stand, Hanumangarh Jn    Hanumangarh"
4413,Gupta Dental Implant And Orthodontic Centre ,Hospitals/Healthcare,"H.No 1280, Main Market    Opposite Community CenterSector-31, Gurgaon"
4414,Gujarat Child Care Hospital ,Hospitals/Healthcare,"Jyoti Complex, 203+204, Above Canara Bank    eside Parekhs Hospital, Shyamal Crossroad Satellite"
4415,Gujarat Burns Hospital And Research Centre ,Hospitals/Healthcare,"Opp. Tulsishyam flats, Nava Vadaj Road"
4416,Greenview Medical Center ,Hospitals/Healthcare,"20 & 21, 14th Main, HSR Layout    Sector V, Opp. Agara Lake"
4417,Green City Hospital ,Hospitals/Healthcare,"NH-17, Delta I, Greater Noida"
4418,Grandslam Fitness Pvt Ltd ,Hospitals/Healthcare,C-58 Sector-58
4419,Goyal Eye Institute ,Hospitals/Healthcare,1/10 East Patel Nagar Opp. METRO NO. 176
4420,Gowri Gopal Hospitals Pvt Ltd ,Hospitals/Healthcare,"Budhawarpet , Kurnool"
4421,Goutami Eye Institute ,Hospitals/Healthcare,"1, RV Nagar Korukonda Road"
4422,Gouri Hospital ,Hospitals/Healthcare,"30 Malkaganj Road, Jawahar Nagar"
4423,Gopal Brothers (The Tree Shade) ,Hospitals/Healthcare,"B/36 Apmc Masala Market,Vashi"
4424,Gokula Metropolis Clinical Laboratories Pvt Ltd ,Hospitals/Healthcare,"M. S. Ramaiah Memorial Hospital,New Bel Road    MSRIT Post"
4425,Godrej Memorial Hospital ,Hospitals/Healthcare,"Pirojshanagar, Vikhroli ( East )"
4426,GNRC Hospitals ,Hospitals/Healthcare,"Super Market, Dispur, Guwahati, Assam"
4427,Glocal Healthcare Systems Pvt Ltd ,Hospitals/Healthcare,B-207 Ecospace Business Park Action Area II    New Town Rajarhat
4428,Global Modi Hospital ,Hospitals/Healthcare,"Swami Vivekanand Nagar, Rajasthan Housing Board    Colony"
4429,Global Baraoda Hospital ,Hospitals/Healthcare,Nr. Shreyas Vidhyalaya    Nr. Shreyas Vidhyalaya
4430,Glass Agencies ,Hospitals/Healthcare,"5309, Anaj Mandi, Ambala Cantt"
4431,Giriraj Hospital ,Hospitals/Healthcare,Near Baramati Bus Station
4432,Giridhar Eye Institute ,Hospitals/Healthcare,Ponneth Temple Road Kadavanthra
4433,"Ghai Hospital, Faridabad ",Hospitals/Healthcare,"Plot No.-29, Sector-9"
4434,Ghai Hospital ,Hospitals/Healthcare,"661, A & B , Guru teg Bahadur nagar    Near Ravi Dass Chowk"
4435,George Philips Medical Engineering Pvt Ltd ,Hospitals/Healthcare,"304, 3rd Floor, Gemstar Commercial Complex,    Ramchandra Lane Extn., Kanchpada, Malad Link Rd.Malad (West)"
4436,Genex Pharma ,Hospitals/Healthcare,"1st Floor Nahar Singh Bldg,  Opp Movie Star Theate    Ram Mandir Road,  Goregaon West"
4437,"Genesis Hospital, Bangalore ",Hospitals/Healthcare,"Next to Marthahalli Signal Junction , Behind New    New Shanthi Sagar Hotel and Ayappa Temple , Marthahalli ? Old Airport Road"
4438,Geetha Multi Speciality Hospital ,Hospitals/Healthcare,"Road No.4, West Marredpally,    Secunderabad"
4439,Geetanjali Hospital ,Hospitals/Healthcare,"2410 B, Siddhanathwadi, near S.T. Stand"
4440,Garg Hospital ,Hospitals/Healthcare,"8-9 AGCR Enclave, Opp. Karkardooma Courts,"
4441,Garden City Hospital ,Hospitals/Healthcare,"132/18, 22nd Cross, 3rd Block    Jayanagar"
4442,Ganga Valley Hospital ,Hospitals/Healthcare,"Kankhal,  Near Deshrakshak Aushdhalaya    Laksar Road"
4443,Gandhi Hospital ,Hospitals/Healthcare,"Near Old Jail, Musheerabad"
4444,G Surgiwear Ltd ,Hospitals/Healthcare,"Post Box No. 50 Rasoolpur Jahanganj Near Hathoda    Crossing,"
4445,G Kuppuswamy Naidu Memorial Hospital ,Hospitals/Healthcare,"P.B. No. 6327, Nethaji Road,Pappanaickenpalayam"
4446,G G Hospital ,Hospitals/Healthcare,"6-E, Nungambakkam High Road"
4447,G C Gupta Hospital ,Hospitals/Healthcare,"72-373, Huda Sec-2"
4448,Frontier Lifeline Pvt Ltd ,Hospitals/Healthcare,"R-30C, Ambattur Industrial Estate Road"
4449,Forza Medi India Pvt Ltd ,Hospitals/Healthcare,"166, Sector-4 IMT-Manesar"
4450,Forus Health Pvt Ltd ,Hospitals/Healthcare,"4085-A, 2nd Floor, K. R. Road, BSK II Stage"
4451,"Fortis Malar Hospital, Chennai ",Hospitals/Healthcare,"52, First Main Road, Gandhi Nagar, Adyar"
4452,Fortis La Femme ,Hospitals/Healthcare,"S-549, Greater Kailash, Part II"
4453,Fortis Jessa Ram Hospital ,Hospitals/Healthcare,W.E.A. Karol Bagh
4454,"Fortis Hospitals, Mulund ",Hospitals/Healthcare,"Mulund Goregaon Link Road, Near Lifestyle, Mulund West"
4455,"Fortis Hospital,Noida ",Hospitals/Healthcare,"B-22, Sector-62"
4456,"Fortis Hospital,  Bangalore ",Hospitals/Healthcare,"14, Cunningham Road"
4457,"Fortis Hospital , Seshadripuram ",Hospitals/Healthcare,"65, 1st Main Road    Sheshadripurum"
4458,Fortis Flt. Lt. Rajan Dhall Hospital ,Hospitals/Healthcare,"Sector B, Pocket 1, Aruna Asaf Ali Marg    Vasant Kunj"
4459,"Fortis Escorts Hospital, Jaipur ",Hospitals/Healthcare,Jawahar Lal Nehru Marg    Malviya Nagar
4460,"Fortis Escorts Hospital, Amritsar ",Hospitals/Healthcare,Bye Pass Verka Majitha Road
4461,Fortis Escorts Heart Institute ,Hospitals/Healthcare,Okhla Road
4462,"Fortis Escorts Heart Centre, Raipur ",Hospitals/Healthcare,"P.T. JNM Medical College, Jail Road"
4463,Fitness World ,Hospitals/Healthcare,"A - 43, Sector 63"
4464,Fitness First ,Hospitals/Healthcare,"47a/47b Joshi House, Nr.SAI Baba Mandir    M G Rd Kandivili, Charkop"
4465,Fernandez Hospital Pvt Ltd ,Hospitals/Healthcare,"Door No-4-1-1230, Opp. YWCA, Bogulkunta"
4466,Femina Womens Hospital ,Hospitals/Healthcare,"Road 12, Banjara Hills"
